Array Design Name	Affymetrix GeneChip Human Genome U95D [HG_U95D]
Comment[AdditionalFile:CDF]	HG_U95D.CDF
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-12
Comment[SubmittedName]	Affymetrix GeneChip Human Genome U95D [HG_U95D]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	#in_situ_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	unknown_surface_type
Term Source Name	The MGED Ontology	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	entrez_protein	gpcrdb	interpro	kegg	locus	mgd	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
77876_i_at	77876_i_at	AA813487					77876_i_at													
77878_f_at	77878_f_at	AA813487					77878_f_at													
77879_at	77879_at	AI024938	Q96LZ3	d1tcob_	NM_147180	efhand	77879_at		5535	IPR002048			22212896	Hs.183747						
77881_at	77881_at	AA430718	Q96G73		NM_021632	zf-C2H2	77881_at		59348	IPR001909	IPB001275		11056004	Hs.130965	ENSG00000171032	605422				
77883_at	77883_at	AI015296					77883_at							Hs.130970						
77885_at	77885_at	AI733673					77885_at							Hs.72087						
77888_at	77888_at	AI627280					77888_at							Hs.131020						
77890_at	77890_at	AL045620	Q8ND64		NM_032266		77890_at		84226				21740062	Hs.131021	ENSG00000163800					
77893_at	77893_at	AL048889					77893_at							Hs.432347						
77895_at	77895_at	AI391464					77895_at							Hs.131055						
77898_r_at	77898_r_at	AA301899	Q9HD34		NM_020408		77898_r_at		57128				7662560	Hs.184860	ENSG00000145985					
77900_at	77900_at	AI733591					77900_at							Hs.191379						
77902_at	77902_at	AI792193					77902_at							Hs.131084						
77904_at	77904_at	AI809482					77904_at							Hs.357242						
77906_at	77906_at	W22814	Q9BVD7		NM_017527		77906_at		54742				2407911	Hs.69517						
77908_at	77908_at	AI016841					77908_at							Hs.371855						
77910_at	77910_at	AI806601					77910_at							Hs.369775						
77912_at	77912_at	AI459136					77912_at							Hs.271588						
77914_at	77914_at	AI808031					77914_at							Hs.131149						
77916_at	77916_at	AI792239					77916_at							Hs.126238						
77917_i_at	77917_i_at	AI796155					77917_i_at							Hs.131162						
77920_r_at	77920_r_at	AI796155					77920_r_at							Hs.131162						
77922_at	77922_at	AA884304					77922_at							Hs.368114						
77925_at	77925_at	AI830832	Q9BZM6	d1de4a2	NM_025218	MHC_I	77925_at		80329	IPR001039	IPB001039		23451558	Hs.326559		605697				
77926_at	77926_at	AI937390					77926_at							Hs.131170						
77928_i_at	77928_i_at	AI017557	Q8N9T2				77928_i_at							Hs.257264						
77930_r_at	77930_r_at	AI017557	Q8N9T2				77930_r_at							Hs.257264						
77932_at	77932_at	AI017591	Q8N7F5				77932_at							Hs.432512						
77934_at	77934_at	AI792185					77934_at							Hs.131187						
77936_at	77936_at	AI792186					77936_at							Hs.131188						
77938_at	77938_at	AI733633					77938_at							Hs.164001						
77940_at	77940_at	AI216494					77940_at							Hs.386698						
77942_s_at	77942_s_at	AI017747	Q96M53		NM_152710		168746_i_at		219793				22749413	Hs.131194						
77944_r_at	77944_r_at	AI017747	Q96M53		NM_152710		77944_r_at		219793				22749413	Hs.131194						
77946_at	77946_at	AI744130					77946_at							Hs.374285						
77947_at	77947_at	AI038136	Q8NBG8		NM_139244		77947_at		134957				21748731	Hs.184319		604586				
77953_at	77953_at	AI792396					77953_at							Hs.131205						
77955_at	77955_at	AI332769					77955_at							Hs.131236						
77958_at	77958_at	AI654960					77958_at							Hs.131240						
77959_at	77959_at	AI018777					77959_at							Hs.131241						
77961_at	77961_at	AI018795					77961_at							Hs.131243						
77963_at	77963_at	AI367254					77963_at							Hs.368857						
77965_at	77965_at	AI302126					77965_at							Hs.131257						
77967_at	77967_at	AA909162	Q9HC19		NM_016056	UPF0005	77967_at		51643	IPR002199	IPB002199		7706335	Hs.283670	ENSG00000155957					
77969_at	77969_at	AA909454					77969_at							Hs.131278						
77971_at	77971_at	AI660312	Q8TCP0				77971_at		128611					Hs.131301						
77972_at	77972_at	AW002765					77972_at							Hs.131307						
77974_at	77974_at	AI150152	Q8NCV4		NM_145292	Glycos_transf_2	77974_at		168391	IPR001173		2.4.1.83	21686971	Hs.131311						
77976_at	77976_at	AI826207					77976_at							Hs.131314						
77977_at	77977_at	AA926724					77977_at							Hs.386211						
77979_i_at	77979_i_at	AW020855					77979_i_at							Hs.131341						
77981_r_at	77981_r_at	AW020855					77981_r_at							Hs.131341						
77983_at	77983_at	AI968097					77983_at							Hs.131360						
77985_at	77985_at	AI572592					77985_at							Hs.131366						
77987_at	77987_at	AI968349					77987_at							Hs.131372						
77989_at	77989_at	AI821198					77989_at							Hs.131374						
77991_r_at	77991_r_at	AA702172	Q8WVA4		NM_171982	zf-C3HC4	77991_r_at		23087	IPR003879			5689533	Hs.137732						
77993_at	77993_at	AI022821					77993_at							Hs.131393						
77995_r_at	77995_r_at	AI380952					77995_r_at							Hs.262789						
77997_at	77997_at	AI423379					77997_at							Hs.239444						
77999_at	77999_at	AI023283	Q8N157	d1gcqa_	NM_017651	WD40	1439083_at		54806	IPR002453	PR00319		21361641	Hs.273294	ENSG00000135541					
78001_at	78001_at	AI139884					78001_at							Hs.131415						
78003_at	78003_at	AI623221					78003_at							Hs.369226						
78005_at	78005_at	AI459248	Q8WVK9		NM_138819		78005_at		159091				20270387	Hs.192806	ENSG00000156500					
78007_at	78007_at	AI038270					78007_at							Hs.131431						
78010_at	78010_at	AI088060	P78537		NM_001487		164574_at		2647				4503955	Hs.94672		601444				
78011_at	78011_at	AI024186	AAH34971				78011_at							Hs.131469						
78013_at	78013_at	AI022061					78013_at							Hs.270106						
78015_at	78015_at	AI023436					78015_at							Hs.131511						
78017_at	78017_at	AI638269					78017_at							Hs.234931						
78020_at	78020_at	AI470127					78020_at							Hs.131562						
78022_at	78022_at	AI024854					78022_at							Hs.368144						
78024_at	78024_at	AI652838					78024_at							Hs.288478						
78025_at	78025_at	AI651079					78025_at							Hs.131579						
78027_at	78027_at	AI733572					78027_at							Hs.131582						
78029_at	78029_at	AI683534					78029_at							Hs.131583						
78030_at	78030_at	AI768804	Q8NCX0				78030_at							Hs.130741						
78032_at	78032_at	AI025173					78032_at							Hs.161358						
78033_at	78033_at	AI088331					78033_at							Hs.386233						
78035_at	78035_at	AI025330					78035_at							Hs.386233						
78037_at	78037_at	AI025476					78037_at							Hs.131628						
78038_at	78038_at	AI798773					78038_at							Hs.372933						
78040_at	78040_at	AI218142					78040_at							Hs.131657						
78042_f_at	78042_f_at	AI970336					78042_f_at													
78043_at	78043_at	AA505776					78043_at							Hs.131674						
78046_at	78046_at	R98262					78046_at							Hs.131693						
78048_at	78048_at	AI243896					78048_at							Hs.131695						
78049_at	78049_at	H14960	Q9NV69		NM_019084	cyclin_C	96598_at		54619	IPR004367			9506629	Hs.281348	ENSG00000107443					
78051_at	78051_at	W38000					78051_at							Hs.131706						
78053_at	78053_at	AI022162					78053_at							Hs.131711						
78055_at	78055_at	AA031836					78055_at							Hs.131714						
78057_at	78057_at	AI052358					78057_at							Hs.131741						
78058_at	78058_at	AA393345					78058_at							Hs.131742						
78061_at	78061_at	AA496543	Q9H7T0		NM_024764		78061_at		79820				23622213	Hs.131755	ENSG00000133962					
78063_at	78063_at	AI004745	Q9BU31		NM_138353		78063_at		90379				24308396	Hs.298553						
78065_at	78065_at	AI024328					78065_at							Hs.131773						
78067_at	78067_at	AA661519	Q9UF31				78067_at		91181	IPR003343				Hs.131779						
78069_at	78069_at	AI023318	Q9BZY6	d1fre__	NM_030950	zf-C3HC4	1441051_at		5987	IPR003879	IPB001841		5730009	Hs.142653	ENSG00000112448	602165				
78070_at	78070_at	AI031535					78070_at							Hs.157101						
78072_at	78072_at	AI743607					78072_at							Hs.131793						
78075_at	78075_at	AI022411					78075_at							Hs.353016						
78077_at	78077_at	AI125204	Q8TC54		NM_145316		78077_at		221468				21758744	Hs.131813						
78079_at	78079_at	AA909092					78079_at							Hs.28507						
78081_at	78081_at	Z21096					78081_at							Hs.28507						
78083_g_at	78083_g_at	Z21096					78083_g_at							Hs.28507						
78084_at	78084_at	AA932752	Q8NB90	d1e32a2	NM_145207	AAA	aa684252_at		166378	IPR003960		3.4.21.53	21624654	Hs.131823						
78087_at	78087_at	AI081380	Q96N90		NM_005930		78087_at		4253				5174561	Hs.117242	ENSG00000150527	602132		Q27480		
78088_at	78088_at	AI310325	Q9H310		NM_020407	Ammonium_transp	1419134_at		57127	IPR001905	IPB001905		9966891	Hs.131835	ENSG00000132677	607079				
78090_at	78090_at	AI024849					78090_at							Hs.131853						
78092_at	78092_at	AI022033					78092_at							Hs.368432						
78096_at	78096_at	AI051790					78096_at							Hs.368216						
78098_at	78098_at	AI021989					78098_at							Hs.131903						
78100_at	78100_at	AI262277	Q96EG4				78100_at							Hs.131914	ENSG00000163642					
78102_at	78102_at	AA446207					78102_at							Hs.131916						
78104_at	78104_at	AI809648	Q9BW62	d1e32a2	NM_032116	AAA	78104_at		84056	IPR003960	PR00918	3.4.21.53	23632975	Hs.186518	ENSG00000102781					
78106_at	78106_at	AI634844	AAH22551		NM_019895		aa544719_at		56650	IPR004031	IPB000729		12804665	Hs.107393	ENSG00000080822					
78108_at	78108_at	AI077548					78108_at							Hs.132001						
78109_at	78109_at	AI620554					78109_at							Hs.132005						
78111_i_at	78111_i_at	AI692649	Q9BR80		NM_032735		78111_i_at		84821	IPR000615	IPB000615		14249356	Hs.9451	ENSG00000127325					
78113_r_at	78113_r_at	AI692649	Q9BR80		NM_032735		78113_r_at		84821	IPR000615	IPB000615		21755963	Hs.9451	ENSG00000127325					
78116_at	78116_at	AI580314					78116_at							Hs.132026						
78118_at	78118_at	AA677932					78118_at							Hs.368498						
78120_at	78120_at	AI478565					78120_at							Hs.132037						
78122_at	78122_at	AI040569					78122_at							Hs.397871						
78123_at	78123_at	AF150143	Q9P0F8				78123_at			IPR003006				Hs.132045						
78125_at	78125_at	AI040906					78125_at							Hs.132056						
78127_r_at	78127_r_at	AI040921					78127_r_at							Hs.225083						
78131_f_at	78131_f_at	AI299073					78131_f_at							Hs.225083						
78132_at	78132_at	AI082610					78132_at							Hs.132079						
78134_at	78134_at	AI926924					78134_at							Hs.433948						
78136_at	78136_at	AI038623					78136_at							Hs.132087						
78138_at	78138_at	AI971445	Q9NVV0		NM_018112		78138_at		55151				8922461	Hs.279610	ENSG00000095209					
78140_at	78140_at	AI798841					78140_at							Hs.403355						
78142_at	78142_at	AI041124					78142_at							Hs.372009						
78143_at	78143_at	AL043871					78143_at							Hs.128715						
78146_at	78146_at	AA393351					78146_at							Hs.132121						
78148_at	78148_at	AI208289					78148_at							Hs.132125						
78151_at	78151_at	AI041546					78151_at							Hs.132133						
78154_at	78154_at	AI042377					78154_at							Hs.132156						
78156_at	78156_at	AI042169					78156_at							Hs.132159						
78158_at	78158_at	AI042180	Q8N8B0				78158_at							Hs.132160						
78160_at	78160_at	R16838					78160_at							Hs.379542						
78162_at	78162_at	AI033397					78162_at							Hs.132225						
78164_at	78164_at	AI031656	Q8WTR2	d1mkp__	NM_080876	DSPc	Msa.14400.0_s_at		142679	IPR000340	IPB000387		18254478	Hs.132237						
78166_at	78166_at	AA887987					78166_at							Hs.132246						
78167_at	78167_at	AI452941					78167_at							Hs.371674						
78169_at	78169_at	AI027218					78169_at							Hs.132256						
78171_at	78171_at	AI939525					78171_at							Hs.86538						
78173_at	78173_at	AI027693	Q9Y5B5		NM_006313	UCH-1	aa261680_s_at		9958	IPR001394	IPB001394	2.4.2.29	5231133	Hs.23168	ENSG00000135655	604731				
78175_at	78175_at	AI027730					78175_at													
78177_s_at	78177_s_at	AI027748					78177_s_at							Hs.132293						
78179_at	78179_at	AI027959					78179_at							Hs.132300						
78181_r_at	78181_r_at	AI004605					78181_r_at							Hs.432407						
78183_at	78183_at	AI554902					78183_at							Hs.411583						
78184_at	78184_at	AI935060					78184_at							Hs.132322						
78188_at	78188_at	AA824244	Q96PS1				78188_at							Hs.190413	ENSG00000163705					
78190_at	78190_at	AI028713	Q96PS1				78190_at							Hs.190413	ENSG00000163705					
78193_at	78193_at	AI028716	Q8WUD3				78193_at			IPR003575				Hs.132355						
78195_at	78195_at	AI809917					78195_at							Hs.310656						
78197_at	78197_at	AI271531					78197_at							Hs.132412						
78199_at	78199_at	AA909267					78199_at							Hs.132413						
78201_at	78201_at	AI221846					78201_at							Hs.132417						
78203_g_at	78203_g_at	AI221846					78203_g_at							Hs.132417						
78204_at	78204_at	AA909322					78204_at							Hs.132417						
78206_at	78206_at	AI150405					78206_at							Hs.132447						
78207_at	78207_at	AW024273					78207_at							Hs.132448						
78210_at	78210_at	AA921809					78210_at							Hs.132449						
78211_at	78211_at	AA921738					78211_at							Hs.132473						
78213_at	78213_at	AA922277	Q8TCD4				78213_at							Hs.334722	ENSG00000173426					
78215_at	78215_at	AI452738					78215_at							Hs.132492						
78216_at	78216_at	AA923169					78216_at							Hs.132494						
78218_at	78218_at	AI871334					78218_at							Hs.132499						
78221_at	78221_at	AA923244	Q96DM6	d1f0ka_	NM_152404	UDPGT	78221_at		133688	IPR002213		2.4.1.45	24432083	Hs.342148						
78222_at	78222_at	AA928742	Q9UMX8		NM_016181		78222_at		51152				7705871	Hs.132526	ENSG00000175428					
78224_at	78224_at	AI128486					78224_at							Hs.132543						
78227_at	78227_at	AI031560					78227_at							Hs.132578						
78229_at	78229_at	AI419054					78229_at							Hs.132581						
78231_at	78231_at	AI031771					78231_at							Hs.132586						
78233_at	78233_at	AI160765	Q8N9Z0				78233_at							Hs.357663						
78234_at	78234_at	AI733569					78234_at							Hs.132618						
78236_i_at	78236_i_at	AI032582					78236_i_at							Hs.132639						
78239_r_at	78239_r_at	AI032582					78239_r_at							Hs.132639						
78241_at	78241_at	AI033515					78241_at													
78242_at	78242_at	AA007596					78242_at							Hs.132649						
78244_at	78244_at	AW007727					78244_at							Hs.132650						
78246_at	78246_at	AI033071					78246_at							Hs.63002						
78248_at	78248_at	AI033208					78248_at							Hs.132659						
78251_at	78251_at	AA705097	P05089	d1d3va_	NM_000045	arginase	U51805_s_at		383	IPR006035	IPB000287	3.5.3.1	178995	Hs.332405	ENSG00000118520	207800	MAP00330			
78252_r_at	78252_r_at	AA034137					78252_r_at							Hs.271955						
78254_at	78254_at	AI034356					78254_at							Hs.368188						
78256_at	78256_at	AI478821					78256_at							Hs.132701						
78258_at	78258_at	AI377295					78258_at							Hs.326381						
78260_at	78260_at	AI037875					78260_at							Hs.28368						
78262_at	78262_at	AI034385					78262_at							Hs.132742						
78264_at	78264_at	N49445					78264_at							Hs.60090						
78265_at	78265_at	AI038692					78265_at							Hs.132773						
78267_at	78267_at	AI214154	Q9C0A3				C76752_rc_at		10812					Hs.132792	ENSG00000165238					
78268_g_at	78268_g_at	AI214154	Q9C0A3				C76752_rc_at		10812					Hs.132792	ENSG00000165238					
78270_at	78270_at	R37032					78270_at							Hs.387154						
78272_at	78272_at	AA922097	Q9H5G8		NM_024766		78272_at		79823				20810180	Hs.132799	ENSG00000143919					
78274_at	78274_at	AA450186					78274_at							Hs.132801						
78276_at	78276_at	W94813	AAN41263		NM_032888	Collagen	78276_at		85301	IPR000885	IPB000885		14149839	Hs.334604						
78278_at	78278_at	AI934447	Q00007		NM_002717	WD40	98916_at		5520	IPR001680	IPB000009		4506019	Hs.179574	ENSG00000104762	604941				
78280_at	78280_at	AI075783	Q9NXW0				78280_at		54790					Hs.367639						
78283_at	78283_at	AI032107					78283_at							Hs.306798						
78286_at	78286_at	AI032819					78286_at							Hs.364941						
78287_at	78287_at	AI032672					78287_at							Hs.132838						
78289_at	78289_at	AI028424					78289_at							Hs.431456						
78291_at	78291_at	AI052055					78291_at							Hs.132858						
78293_at	78293_at	AA845608					78293_at							Hs.132860						
78296_at	78296_at	AI656988	Q8N7E6		NM_153634	C2	78296_at		144402				20903211	Hs.71818						
78298_at	78298_at	AA921839					78298_at							Hs.40268						
78299_r_at	78299_r_at	AI039143	Q9NRT9		NM_022843	cadherin	78299_r_at		64881	IPR002126	IPB002126		9622242	Hs.132892						
78302_at	78302_at	AI033500	Q9Y512		NM_015380		aa050066_s_at		25813					Hs.4877	ENSG00000100347					
78304_at	78304_at	AI056977					78304_at							Hs.432352						
78307_at	78307_at	AI078044					78307_at							Hs.132908						
78309_at	78309_at	AI680840					78309_at							Hs.132917						
78310_at	78310_at	N64693					78310_at							Hs.418488						
78312_at	78312_at	AI086245					78312_at							Hs.132920						
78314_r_at	78314_r_at	AA524020					78314_r_at							Hs.433843						
78316_at	78316_at	W87449					78316_at							Hs.132932						
78318_at	78318_at	AI241540					78318_at							Hs.132933						
78320_at	78320_at	AA001150					78320_at							Hs.132937						
78321_at	78321_at	AI678239	Q9H6X0		NM_023923	RPEL	78321_at		65979	IPR004018			23468374	Hs.225641						
78323_at	78323_at	AI033221					78323_at							Hs.132965						
78324_at	78324_at	AI183583					78324_at							Hs.132977						
78326_at	78326_at	AI040680	Q8N6S0		NM_017577		78326_at		54762				8922126	Hs.24583						
78329_at	78329_at	AI033358					78329_at							Hs.426110						
78332_at	78332_at	T96838					78332_at							Hs.132994						
78335_r_at	78335_r_at	AI049530					78335_r_at							Hs.133009						
78337_at	78337_at	AI733650					78337_at							Hs.133030						
78340_at	78340_at	AI049889					78340_at							Hs.369540						
78342_at	78342_at	AI733642					78342_at							Hs.133042						
78345_at	78345_at	AI422199					78345_at							Hs.133044						
78348_at	78348_at	AI733625					78348_at							Hs.133053						
78350_at	78350_at	AA446195					78350_at													
78351_at	78351_at	AI698255					78351_at							Hs.133061						
78353_i_at	78353_i_at	AI361654					78353_i_at							Hs.133066						
78355_r_at	78355_r_at	AI361654					78355_r_at							Hs.133066						
78358_at	78358_at	AI690721	P30990		NM_006183		170792_at		4922				5453816	Hs.80962	ENSG00000133636	162650				
78360_at	78360_at	AA927777					78360_at							Hs.133095						
78362_at	78362_at	AI255115					78362_at							Hs.408470						
78364_at	78364_at	AI792568					78364_at							Hs.133115						
78366_s_at	78366_s_at	AI208945					78366_s_at							Hs.372934						
78368_at	78368_at	AI022066					78368_at							Hs.372209						
78370_at	78370_at	AI053597	Q9NS11		NM_018678		78370_at		55516				8923915	Hs.103189						
78371_r_at	78371_r_at	AA398510					78371_r_at							Hs.133148						
78372_at	78372_at	H91657					78372_at							Hs.133152						
78374_at	78374_at	AI939295					78374_at							Hs.133153						
78376_at	78376_at	AA306385					78376_at							Hs.133160						
78377_at	78377_at	N54917					78377_at							Hs.133167						
78380_at	78380_at	AI051572					78380_at							Hs.292222						
78382_r_at	78382_r_at	R40701					78382_r_at							Hs.13318						
78384_at	78384_at	AI742071					78384_at							Hs.133205						
78386_at	78386_at	AI051953					78386_at							Hs.133208						
78388_at	78388_at	AI051958					78388_at							Hs.133209						
78391_at	78391_at	AI499220	Q96ST4				78391_at		55681	IPR000719				Hs.71573	ENSG00000136021					
78395_at	78395_at	AI149857					78395_at							Hs.133229						
78397_at	78397_at	AI052516					78397_at							Hs.182314						
78399_at	78399_at	AI052543	Q9BYG8		NM_031415		163309_s_at		56169				13899221	Hs.133244	ENSG00000147697					
78401_r_at	78401_r_at	AW025517					78401_r_at							Hs.133250						
78403_at	78403_at	AI052728	Q9NXZ0		NM_017779		78403_at		55635	IPR000591	IPB000198		8923328	Hs.133260	ENSG00000024526					
78405_at	78405_at	AI052828					78405_at							Hs.368189						
78407_r_at	78407_r_at	AI792515					78407_r_at							Hs.133279						
78409_i_at	78409_i_at	AI792526					78409_i_at							Hs.133299						
78411_f_at	78411_f_at	AI792526					78411_f_at							Hs.133299						
78413_at	78413_at	AL036550					78413_at							Hs.375209						
78415_at	78415_at	AI393858					78415_at							Hs.133308						
78417_at	78417_at	N22065					78417_at							Hs.133318						
78418_at	78418_at	W16730	Q96AT5		NM_007043		98090_at		11103	IPR004087			21359980	Hs.154762						
78419_i_at	78419_i_at	AI051110					78419_i_at							Hs.133321						
78422_at	78422_at	AI248740					78422_at							Hs.133323						
78424_at	78424_at	AI056987					78424_at							Hs.133324						
78426_at	78426_at	AA192280					78426_at							Hs.133326						
78429_r_at	78429_r_at	R37868					78429_r_at							Hs.13333						
78432_at	78432_at	AI073985					78432_at							Hs.133333						
78433_at	78433_at	AI056040					78433_at							Hs.133338						
78435_at	78435_at	R38017					78435_at							Hs.13334						
78436_at	78436_at	AI084076	Q13557	d1phk__	NM_172128	pkinase	1368834_at		817	IPR000719	IPB000095	2.7.1.123	21619226	Hs.111460	ENSG00000070808				CaMKIId	
78438_at	78438_at	AI129850	Q96SS5	d1fcha_	NM_017735	TPR	AA189337_s_at		55622	IPR001664			21361761	Hs.26090	ENSG00000018699					
78440_at	78440_at	AI056776					78440_at							Hs.133397						
78441_at	78441_at	AI142881					78441_at							Hs.133401						
78443_at	78443_at	AI057125					78443_at							Hs.133403						
78445_at	78445_at	AI057309					78445_at							Hs.133411						
78447_at	78447_at	AI879540					78447_at							Hs.133411						
78449_g_at	78449_g_at	AI879540					78449_g_at							Hs.133411						
78451_at	78451_at	AI075134					78451_at													
78452_at	78452_at	AI057438					78452_at							Hs.133418						
78454_at	78454_at	AI767071					78454_at							Hs.133446						
78457_r_at	78457_r_at	AA947511					78457_r_at							Hs.432464						
78459_at	78459_at	AA947607					78459_at													
78460_at	78460_at	AW003056					78460_at							Hs.133449						
78462_i_at	78462_i_at	AI147520					78462_i_at													
78464_r_at	78464_r_at	AI147520					78464_r_at													
78466_at	78466_at	AA666403	P50895		NM_005581	ig	rc_AA851637_at		4059	IPR003006	IPB003006		5031891	Hs.155048	ENSG00000142232	111200				
78467_at	78467_at	AI733357					78467_at							Hs.133460						
78468_at	78468_at	F26341					78468_at							Hs.133463						
78469_at	78469_at	AI206976					78469_at							Hs.368378						
78472_at	78472_at	AI074465					78472_at							Hs.133469						
78474_at	78474_at	D80522					78474_at							Hs.432806						
78476_f_at	78476_f_at	H89231					78476_f_at							Hs.406247						
78478_r_at	78478_r_at	H89231					78478_r_at							Hs.406247						
78480_at	78480_at	AI367432	Q96IN0		NM_032766		78480_at		84852				14249414	Hs.334714	ENSG00000163404					
78482_at	78482_at	AA705165					78482_at							Hs.133512						
78485_at	78485_at	H57697	Q8WVW4		NM_024545		78485_at		79595				19923597	Hs.10554	ENSG00000136715					
78486_at	78486_at	N66045					78486_at							Hs.133529						
78488_at	78488_at	AI379149					78488_at							Hs.133536						
78490_at	78490_at	AA206363					78490_at							Hs.133540						
78492_r_at	78492_r_at	AI088613	Q96LL9	d1hdj__	NM_032317	DnaJ	1418081_at		84277	IPR003095	IPB001623		22538497	Hs.18471	ENSG00000154739					
78496_at	78496_at	AI055847					78496_at													
78498_at	78498_at	AI374686					78498_at							Hs.133552						
78499_at	78499_at	AI057052					78499_at													
78502_at	78502_at	AA702506	Q9BTR4	d1fxxa_	NM_015523	Exonuclease	w33720_s_at		25996	IPR006055	IPB000520		7661646	Hs.7527	ENSG00000076043	607149				
78503_at	78503_at	AI076393					78503_at							Hs.371283						
78507_at	78507_at	AI066733					78507_at							Hs.270379						
78509_at	78509_at	AI222067					78509_at							Hs.133867						
78510_at	78510_at	AI075350					78510_at							Hs.133892						
78511_at	78511_at	AI073389					78511_at							Hs.133900						
78513_at	78513_at	AI073394	Q9UG04	d1i6wa_	NM_012320	LACT	Msa.15232.0_s_at		23659	IPR003386		2.3.1.43	6912484	Hs.6770	ENSG00000103066		MAP00580			
78514_at	78514_at	AI208265	Q9NYI0	d1btn__	NM_015310	Sec7	78514_at		23362	IPR001849	PR00683		7662396	Hs.6763	ENSG00000156011					
78515_at	78515_at	AI761729	Q9Y5S2	d1cdka_	NM_006035	pkinase	AF021936_at		9578	IPR002290	IPB001101	2.7.1.38	5006445	Hs.12908	ENSG00000100654			Q27480	DM	
78517_at	78517_at	AI074525	Q8TBJ9		NM_024557		78517_at		79608				23598525	Hs.374978						
78519_at	78519_at	AI733678					78519_at							Hs.133963						
78521_at	78521_at	AI075194					78521_at													
78523_at	78523_at	AI862659	Q96FE2				78523_at			IPR001849				Hs.289018						
78524_at	78524_at	AI075834					78524_at							Hs.133995						
78526_at	78526_at	AA682495					78526_at							Hs.133996						
78529_at	78529_at	AI021911					78529_at							Hs.134020						
78531_f_at	78531_f_at	AI695239					78531_f_at													
78533_at	78533_at	AI970463					78533_at							Hs.126767						
78534_at	78534_at	AI536554					78534_at							Hs.134029						
78536_at	78536_at	AI076370					78536_at							Hs.134037						
78538_at	78538_at	AI023295					78538_at							Hs.134053						
78542_r_at	78542_r_at	AI078168					78542_r_at							Hs.134059						
78544_at	78544_at	AI076661					78544_at							Hs.269898						
78546_at	78546_at	AL043096	Q8N427	d1nhkr_	NM_016616	thiored	78546_at		51314	IPR000063	IPB000063	2.7.4.6	7706154	Hs.134079	ENSG00000086288					
78548_at	78548_at	AI077488	Q8N0Y0		NM_022781		78548_at		152006	IPR001841			21918875	Hs.77823	ENSG00000137075					
78551_at	78551_at	AI056863	Q8TCT1				78551_at		162466					Hs.348536	ENSG00000173868					
78553_at	78553_at	R97191					78553_at							Hs.134106						
78555_at	78555_at	AI078121					78555_at							Hs.352289						
78557_at	78557_at	AI627857					78557_at							Hs.408559						
78559_at	78559_at	H49819					78559_at							Hs.9834						
78561_at	78561_at	AI079563					78561_at													
78563_at	78563_at	AI302188					78563_at							Hs.386392						
78564_at	78564_at	AI432451					78564_at							Hs.134131						
78566_at	78566_at	AI375957	Q9H824		NM_147188	F-box	1452121_at		26263	IPR001810			22547149	Hs.369030						
78569_at	78569_at	AI700684					78569_at							Hs.134166						
78571_at	78571_at	AI079496					78571_at													
78573_at	78573_at	AA668123					78573_at							Hs.134170						
78575_at	78575_at	AL043807	Q8TDJ3	d1c3d__	NM_133493	A2M_N	78575_at		135228	IPR002890	IPB001134		23346525	Hs.55964	ENSG00000156535					
78579_at	78579_at	AI079949					78579_at							Hs.134192						
78580_at	78580_at	AI344345					78580_at							Hs.134198						
78582_r_at	78582_r_at	R68814	O75717		NM_007086	WD40	78582_r_at		11169	IPR001680			7512153	Hs.72160	ENSG00000131980					
78585_r_at	78585_r_at	AA749255	O75717		NM_007086	WD40	78585_r_at		11169	IPR000910			7512153	Hs.72160	ENSG00000131980					
78587_at	78587_at	AI740836					78587_at							Hs.134214						
78589_at	78589_at	AI190616					78589_at							Hs.134215						
78590_at	78590_at	AF150317	Q9BTQ6				78590_at							Hs.96978						
78591_at	78591_at	AI080364	Q8WUV2				78591_at		10802					Hs.211612		607183				
78593_at	78593_at	AI537482					78593_at							Hs.134219						
78594_at	78594_at	AI080633	Q9P0J1		NM_018444	PP2C	rc_AI058387_i_at		54704	IPR001932	IPB000222		8923960	Hs.22265	ENSG00000164951					
78596_at	78596_at	AI079830					78596_at							Hs.134228						
78598_r_at	78598_r_at	H16714					78598_r_at							Hs.387278						
78601_r_at	78601_r_at	AI073991					78601_r_at							Hs.369091						
78602_at	78602_at	AA648884					78602_at							Hs.134278						
78604_at	78604_at	AI341140	AAH35907				78604_at							Hs.134289						
78605_at	78605_at	AI080388					78605_at							Hs.134296						
78607_at	78607_at	AA004854					78607_at							Hs.134323						
78610_at	78610_at	AI079520					78610_at													
78612_r_at	78612_r_at	Z25109					78612_r_at							Hs.348918						
78614_at	78614_at	AI458853					78614_at							Hs.267545						
78616_at	78616_at	N95437					78616_at							Hs.134479						
78618_at	78618_at	AI889955					78618_at							Hs.132809						
78620_at	78620_at	W85838					78620_at							Hs.134486						
78621_at	78621_at	AA703271	Q9H9I1	d1e32a2	NM_024857		78621_at		79915	IPR003959	IPB001482		21615526	Hs.192974						
78623_at	78623_at	AI076185					78623_at							Hs.134491						
78625_at	78625_at	AA947873					78625_at							Hs.134501						
78626_at	78626_at	AI633640					78626_at							Hs.134520						
